patch_id,source_image_id,split,original_image_height,original_image_width,patch_row,patch_col,patch_height,patch_width,glacier_pixel_count,background_pixel_count,glacier_percentage,kept_or_filtered,padding_applied,padding_bottom,padding_right,padding_pixels,mean_B2,std_B2,mean_B3,std_B3,mean_B4,std_B4,mean_B8,std_B8,mean_B11,std_B11,mean_B12,std_B12,mean_NDVI,std_NDVI,mean_NDWI,std_NDWI,mean_NDSI,std_NDSI,mean_Elev,std_Elev,mean_Slope,std_Slope,mean_Aspect,std_Aspect
0547_r0032_c0000,0547,train,82,66,32,0,64,64,487,3609,11.8896,kept,True,14,30,3804,0.546103,0.081341,0.543613,0.076424,0.54756,0.072372,0.540542,0.061231,0.228544,0.053316,0.19677,0.033485,-0.005314,0.014873,0.001146,0.019193,0.400153,0.133546,4780.332031,62.734489,23.310192,6.909067,207.381714,27.792854
0547_r0032_c0032,0547,train,82,66,32,32,64,64,179,3917,4.3701,kept,True,14,30,3804,0.560758,0.090256,0.558556,0.085123,0.562324,0.08047,0.549267,0.068261,0.217009,0.055697,0.186094,0.036084,-0.010609,0.014901,0.006489,0.019932,0.439144,0.130035,4809.898438,54.117046,22.300144,7.619181,209.297699,29.995148
0548_r0000_c0000,0548,train,49,53,0,0,64,64,83,4013,2.0264,kept,True,15,11,1499,0.683726,0.137331,0.668223,0.130517,0.659052,0.125586,0.63364,0.111834,0.201955,0.042822,0.180212,0.031213,-0.017662,0.012997,0.023889,0.016353,0.514192,0.132511,4740.724609,80.581841,26.779171,10.207802,258.515167,91.418884
0550_r0000_c0000,0550,train,69,80,0,0,64,64,586,3510,14.3066,kept,True,27,16,3696,0.584346,0.104049,0.576141,0.097071,0.573172,0.092797,0.549323,0.080825,0.200992,0.039308,0.196294,0.04024,-0.019501,0.016646,0.021267,0.021819,0.468624,0.134519,4908.473633,63.791073,23.857174,9.342367,184.415039,63.696365
0550_r0000_c0032,0550,train,69,80,0,32,64,64,454,3642,11.084,kept,True,27,16,3696,0.619719,0.123538,0.609104,0.115508,0.604031,0.110034,0.575081,0.096542,0.195682,0.044467,0.195622,0.045432,-0.022756,0.015476,0.025935,0.02166,0.500488,0.139058,4961.23584,63.398357,27.395315,10.075227,233.461548,47.416756
0550_r0032_c0000,0550,train,69,80,32,0,64,64,448,3648,10.9375,kept,True,27,16,3696,0.576656,0.086514,0.566465,0.081894,0.561957,0.078856,0.537479,0.068471,0.195122,0.042774,0.188466,0.042381,-0.02131,0.015496,0.024944,0.019016,0.486832,0.106429,4854.225586,39.005947,22.923523,9.790845,168.09082,87.067223
0550_r0032_c0032,0550,train,69,80,32,32,64,64,316,3780,7.7148,kept,True,27,16,3696,0.607589,0.098225,0.593772,0.091842,0.587228,0.087701,0.559927,0.077237,0.202529,0.042712,0.202571,0.043462,-0.022911,0.013591,0.027962,0.017386,0.488896,0.108329,4923.530273,67.707451,28.696228,9.466742,237.103973,44.330357
0552_r0000_c0000,0552,train,111,106,0,0,64,64,1558,2538,38.0371,kept,True,17,22,4618,0.536761,0.100055,0.526388,0.093092,0.520494,0.088809,0.496558,0.079229,0.258478,0.04384,0.234034,0.036792,-0.022338,0.014557,0.027318,0.018404,0.333994,0.089922,4956.354492,69.957809,22.434967,12.573323,83.631256,58.589245
0552_r0000_c0032,0552,train,111,106,0,32,64,64,1370,2726,33.4473,kept,True,17,22,4618,0.491694,0.102003,0.483503,0.094602,0.480483,0.089988,0.46121,0.079735,0.239395,0.028233,0.216109,0.023308,-0.019014,0.015619,0.021181,0.020456,0.327886,0.085411,4905.95166,43.307919,17.292883,11.924888,135.720001,71.349388
0552_r0000_c0064,0552,train,111,106,0,64,64,64,191,3905,4.6631,kept,True,17,22,4618,0.433071,0.121872,0.428261,0.112982,0.427436,0.107941,0.412968,0.097819,0.231537,0.025723,0.212687,0.019609,-0.015249,0.016692,0.014634,0.022599,0.280542,0.114866,4912.787109,70.073418,22.324366,15.56105,183.501587,55.725189
0552_r0032_c0000,0552,train,111,106,32,0,64,64,1771,2325,43.2373,kept,True,17,22,4618,0.53463,0.107305,0.523028,0.100562,0.515679,0.096825,0.49453,0.088853,0.252645,0.05371,0.238743,0.046125,-0.019879,0.01213,0.026389,0.016224,0.343239,0.093316,5061.583984,107.340187,33.56155,12.788824,74.907692,56.864826
0552_r0032_c0032,0552,train,111,106,32,32,64,64,2077,2019,50.708,kept,True,17,22,4618,0.510681,0.094247,0.500764,0.087635,0.495511,0.083732,0.475469,0.07551,0.243527,0.035012,0.225241,0.030899,-0.019577,0.01388,0.024231,0.017946,0.340906,0.071023,4947.083008,88.905106,25.453104,13.690399,84.64856,54.09726
0552_r0032_c0064,0552,train,111,106,32,64,64,64,617,3479,15.0635,kept,True,17,22,4618,0.481696,0.111897,0.474161,0.103538,0.470946,0.098319,0.452506,0.086153,0.237443,0.025386,0.215663,0.017564,-0.017552,0.020094,0.019611,0.026636,0.320078,0.107087,4875.600586,43.747429,20.724955,12.411792,118.687057,63.212662
0552_r0064_c0000,0552,train,111,106,64,0,64,64,492,3604,12.0117,kept,True,17,22,4618,0.476205,0.112445,0.470678,0.104175,0.468534,0.099012,0.453586,0.090955,0.247972,0.041133,0.242417,0.039562,-0.01464,0.013343,0.015648,0.020459,0.295278,0.114132,5094.30957,78.164207,39.158508,7.744604,134.755005,66.797867
0552_r0064_c0032,0552,train,111,106,64,32,64,64,918,3178,22.4121,kept,True,17,22,4618,0.436206,0.123789,0.432443,0.115062,0.431787,0.108331,0.421508,0.095049,0.247247,0.033356,0.232916,0.029799,-0.008441,0.022744,0.006829,0.033162,0.25495,0.134799,4991.664062,87.187851,37.017826,8.743333,105.186363,57.039932
0552_r0064_c0064,0552,train,111,106,64,64,64,64,426,3670,10.4004,kept,True,17,22,4618,0.383122,0.126312,0.382579,0.11788,0.384844,0.110275,0.384075,0.090124,0.247725,0.031358,0.224236,0.022385,0.006006,0.03504,-0.012406,0.047819,0.189776,0.176569,4884.068359,70.915405,32.685017,10.711808,98.758362,40.584766
0555_r0000_c0000,0555,train,83,73,0,0,64,64,731,3365,17.8467,kept,True,13,23,3157,0.420083,0.060891,0.417126,0.054908,0.416527,0.049693,0.42029,0.043889,0.307334,0.035015,0.272106,0.029476,0.004677,0.018017,-0.004593,0.025228,0.146588,0.089487,5184.736328,58.959362,18.51717,12.617419,237.021011,120.959343
0555_r0000_c0032,0555,train,83,73,0,32,64,64,509,3587,12.4268,kept,True,13,23,3157,0.433898,0.068096,0.430266,0.061331,0.427771,0.055862,0.425967,0.050695,0.299304,0.045943,0.273266,0.037109,-0.001951,0.018667,0.004215,0.025909,0.177788,0.105164,5221.126953,73.003098,22.810253,13.620788,287.000732,76.101799
0555_r0032_c0000,0555,train,83,73,32,0,64,64,501,3595,12.2314,kept,True,13,23,3157,0.362545,0.114632,0.36554,0.101693,0.366436,0.092986,0.368052,0.085591,0.298011,0.040262,0.281844,0.036916,0.004865,0.020754,-0.009873,0.036337,0.082867,0.165918,5284.262207,83.800629,28.56649,9.181076,245.907272,111.034111
0555_r0032_c0032,0555,train,83,73,32,32,64,64,380,3716,9.2773,kept,True,13,23,3157,0.396216,0.112747,0.394688,0.101541,0.391419,0.093872,0.386928,0.087084,0.282395,0.043772,0.272963,0.040552,-0.003541,0.019535,0.004862,0.031373,0.149983,0.159572,5342.770508,86.774208,31.890287,8.886107,250.285675,110.330002
0556_r0000_c0000,0556,train,104,117,0,0,64,64,1140,2956,27.832,kept,True,24,11,4216,0.594207,0.061782,0.57637,0.05977,0.569466,0.058825,0.563166,0.056306,0.276476,0.05032,0.22271,0.038051,-0.005488,0.012313,0.011277,0.013741,0.344996,0.090251,4563.52002,117.708923,32.247833,8.422276,278.913452,23.165827
0556_r0000_c0032,0556,train,104,117,0,32,64,64,1717,2379,41.9189,kept,True,24,11,4216,0.623128,0.071933,0.605084,0.069587,0.597937,0.068177,0.583868,0.064409,0.260114,0.045935,0.217974,0.038844,-0.011594,0.009741,0.017373,0.011042,0.396935,0.066923,4747.059082,106.835747,32.26432,10.229425,268.229797,32.937664
0556_r0000_c0064,0556,train,104,117,0,64,64,64,695,3401,16.9678,kept,True,24,11,4216,0.601623,0.08976,0.5877,0.085433,0.582514,0.082668,0.568181,0.076826,0.268501,0.038649,0.226942,0.034578,-0.011937,0.011449,0.016045,0.014316,0.369812,0.068929,4920.990234,103.670502,33.692944,10.900376,247.714935,60.913967
0556_r0032_c0000,0556,train,104,117,32,0,64,64,1813,2283,44.2627,kept,True,24,11,4216,0.556525,0.047035,0.541152,0.044975,0.536062,0.04387,0.532729,0.040961,0.259382,0.052922,0.206136,0.037527,-0.003151,0.013323,0.007734,0.015047,0.351547,0.096304,4581.820801,93.557106,28.592695,8.270906,264.794434,26.337482
0556_r0032_c0032,0556,train,104,117,32,32,64,64,2040,2056,49.8047,kept,True,24,11,4216,0.591672,0.067775,0.575187,0.064185,0.569195,0.061849,0.556573,0.056804,0.238538,0.03181,0.198969,0.028579,-0.01087,0.011019,0.015917,0.01342,0.413533,0.048312,4735.06543,90.683075,28.273403,9.306922,255.315613,35.194126
0556_r0032_c0064,0556,train,104,117,32,64,64,64,540,3556,13.1836,kept,True,24,11,4216,0.58866,0.089395,0.575085,0.083971,0.570362,0.080295,0.557,0.073634,0.252759,0.026505,0.211496,0.023848,-0.011192,0.011784,0.014841,0.015522,0.384948,0.067194,4873.098145,88.741516,32.204124,9.608821,231.629715,54.641636
0556_r0064_c0000,0556,train,104,117,64,0,64,64,705,3391,17.2119,kept,True,24,11,4216,0.534128,0.047899,0.51903,0.045497,0.514081,0.043932,0.513318,0.039175,0.246491,0.044113,0.193578,0.031007,-0.000834,0.013642,0.005513,0.015543,0.352584,0.089623,4570.86084,87.295311,28.165363,8.639928,262.770844,26.738163
0556_r0064_c0032,0556,train,104,117,64,32,64,64,512,3584,12.5,kept,True,24,11,4216,0.562059,0.052402,0.547229,0.047946,0.542147,0.045179,0.533162,0.041702,0.236941,0.024663,0.192541,0.019203,-0.008133,0.011294,0.012593,0.01406,0.395042,0.04977,4718.0625,90.259521,29.037411,9.424388,241.070068,41.848022
0556_r0064_c0064,0556,train,104,117,64,64,64,64,2,4094,0.0488,kept,True,24,11,4216,0.571357,0.071277,0.560338,0.06584,0.556839,0.0617,0.546128,0.056418,0.242716,0.019167,0.198781,0.016455,-0.009216,0.011066,0.011877,0.014683,0.391955,0.063084,4819.725586,65.702293,30.506214,8.759531,206.166153,36.275375
0557_r0000_c0000,0557,train,91,99,0,0,64,64,1036,3060,25.293,kept,True,5,29,3279,0.15029,0.034379,0.177662,0.033268,0.196462,0.031856,0.225113,0.031749,0.277388,0.024911,0.25515,0.020251,0.067414,0.04983,-0.118064,0.060393,-0.21958,0.092922,5114.828613,111.359146,30.836184,7.324438,122.524994,20.700071
0557_r0000_c0032,0557,train,91,99,0,32,64,64,1068,3028,26.0742,kept,True,5,29,3279,0.130335,0.023711,0.159008,0.023552,0.180573,0.023041,0.221775,0.028007,0.287063,0.027303,0.256894,0.02082,0.101563,0.054458,-0.164694,0.062579,-0.287662,0.078434,4974.22998,82.943748,25.423435,6.496035,116.301727,27.19525
0557_r0000_c0064,0557,train,91,99,0,64,64,64,173,3923,4.2236,kept,True,5,29,3279,0.122602,0.014704,0.152426,0.017499,0.176165,0.018808,0.230464,0.020464,0.302877,0.022934,0.266242,0.021481,0.133972,0.043465,-0.204392,0.046196,-0.330938,0.052915,4903.779297,48.126438,24.600489,5.913992,105.902924,26.045185
0557_r0032_c0000,0557,train,91,99,32,0,64,64,744,3352,18.1641,kept,True,5,29,3279,0.128455,0.02293,0.154802,0.02477,0.174998,0.024833,0.227758,0.033003,0.286837,0.02696,0.251082,0.01812,0.127044,0.081631,-0.186397,0.089243,-0.2953,0.088747,5019.847656,95.31488,25.865088,7.732752,123.112495,24.817976
0557_r0032_c0032,0557,train,91,99,32,32,64,64,982,3114,23.9746,kept,True,5,29,3279,0.122184,0.017018,0.15001,0.019523,0.171994,0.020643,0.228207,0.033919,0.292547,0.027318,0.256276,0.019209,0.137418,0.074499,-0.203744,0.079553,-0.321996,0.06935,4910.866699,62.130093,20.137012,6.921805,122.12178,25.27483
0557_r0032_c0064,0557,train,91,99,32,64,64,64,261,3835,6.3721,kept,True,5,29,3279,0.124849,0.018656,0.154576,0.021769,0.178597,0.022828,0.240312,0.024306,0.305802,0.021646,0.267223,0.01964,0.148149,0.050409,-0.218352,0.054829,-0.330041,0.064465,4862.318359,35.576664,19.255692,6.980653,115.302757,25.23542
0559_r0000_c0000,0559,train,69,92,0,0,64,64,862,3234,21.0449,kept,True,27,4,2868,0.549211,0.05866,0.534436,0.053175,0.53177,0.049716,0.53452,0.044062,0.229384,0.028587,0.189981,0.022599,0.002896,0.012817,-0.00074,0.016666,0.393342,0.081913,4441.75293,46.418221,20.188604,13.188748,137.642197,126.45195
0559_r0000_c0032,0559,train,69,92,0,32,64,64,808,3288,19.7266,kept,True,27,4,2868,0.546016,0.053967,0.530535,0.049092,0.526888,0.046464,0.532645,0.039595,0.231962,0.03135,0.189641,0.027572,0.005881,0.014211,-0.002663,0.016553,0.387885,0.071815,4425.501953,48.372013,16.436806,10.626441,139.790161,147.055481
0559_r0032_c0000,0559,train,69,92,32,0,64,64,475,3621,11.5967,kept,True,27,4,2868,0.584073,0.040221,0.566012,0.037954,0.561628,0.037409,0.560354,0.033155,0.236681,0.016135,0.19946,0.016785,-0.00089,0.009351,0.004769,0.010194,0.409704,0.033985,4485.284668,46.828178,28.514297,10.483124,129.837723,125.941467
0559_r0032_c0032,0559,train,69,92,32,32,64,64,463,3633,11.3037,kept,True,27,4,2868,0.576091,0.042955,0.556741,0.040128,0.550922,0.038902,0.551286,0.036298,0.238457,0.020976,0.200537,0.018464,0.000503,0.009193,0.004704,0.01038,0.400114,0.036167,4480.100098,47.196274,24.741638,11.602736,137.468369,157.778366
0560_r0000_c0000,0560,train,65,67,0,0,64,64,450,3646,10.9863,kept,True,31,29,4861,0.540438,0.056718,0.524269,0.052315,0.520442,0.050014,0.527055,0.04447,0.238691,0.031605,0.19586,0.027967,0.006872,0.012523,-0.003399,0.014681,0.374073,0.060421,4462.936523,62.495651,20.185427,11.224173,151.974243,147.297928
0560_r0000_c0032,0560,train,65,67,0,32,64,64,226,3870,5.5176,kept,True,31,29,4861,0.527274,0.050381,0.510659,0.046324,0.506535,0.044436,0.516573,0.038599,0.243171,0.037447,0.193829,0.032203,0.010345,0.013413,-0.006432,0.01518,0.356582,0.063438,4454.039062,53.246502,20.394222,10.028305,189.70433,144.879578
0560_r0032_c0000,0560,train,65,67,32,0,64,64,250,3846,6.1035,kept,True,31,29,4861,0.552373,0.066854,0.534592,0.061681,0.52994,0.058614,0.532957,0.053833,0.244478,0.023677,0.204899,0.021333,0.003393,0.011065,0.000682,0.014082,0.370024,0.055754,4514.486328,48.508427,26.650024,10.29118,135.338745,141.942123
0560_r0032_c0032,0560,train,65,67,32,32,64,64,131,3965,3.1982,kept,True,31,29,4861,0.535385,0.056221,0.518268,0.051714,0.514371,0.049084,0.519605,0.04368,0.247625,0.027864,0.20401,0.022904,0.005593,0.011923,-0.002046,0.014454,0.352693,0.054543,4499.437012,34.534988,24.728828,9.034677,184.981689,144.346848
0561_r0000_c0000,0561,train,91,106,0,0,64,64,889,3207,21.7041,kept,True,5,22,2642,0.410862,0.061835,0.399473,0.057999,0.401766,0.05617,0.428548,0.045359,0.307739,0.03199,0.233267,0.023539,0.033972,0.024434,-0.037183,0.028213,0.125945,0.081661,4202.207031,93.50235,28.532887,7.303462,262.837097,33.339233
0561_r0000_c0032,0561,train,91,106,0,32,64,64,1196,2900,29.1992,kept,True,5,22,2642,0.484477,0.069745,0.469057,0.065489,0.467811,0.061883,0.477401,0.053526,0.304017,0.032929,0.23852,0.022659,0.011397,0.017135,-0.010559,0.021117,0.210316,0.075565,4343.299805,83.255463,28.725908,8.338856,255.799362,39.328602
0561_r0000_c0064,0561,train,91,106,0,64,64,64,455,3641,11.1084,kept,True,5,22,2642,0.551618,0.067316,0.532542,0.063277,0.527332,0.059854,0.525697,0.055353,0.305662,0.028564,0.24401,0.019725,-0.001032,0.01124,0.005606,0.013938,0.268251,0.056068,4451.470215,71.93412,34.303635,9.720909,259.851318,35.320786
0561_r0032_c0000,0561,train,91,106,32,0,64,64,1032,3064,25.1953,kept,True,5,22,2642,0.440046,0.071815,0.425823,0.067745,0.425241,0.064548,0.44596,0.051313,0.302295,0.030456,0.229526,0.020415,0.025939,0.024402,-0.025793,0.02849,0.164204,0.080587,4201.1875,77.976326,26.071386,7.42313,261.486877,32.909924
0561_r0032_c0032,0561,train,91,106,32,32,64,64,1125,2971,27.4658,kept,True,5,22,2642,0.527113,0.078665,0.508327,0.074253,0.503809,0.07086,0.509572,0.062971,0.320669,0.048436,0.248543,0.032905,0.006968,0.016707,-0.002972,0.020954,0.225104,0.066594,4340.40918,95.965736,28.426647,9.302176,265.89798,33.028854
0561_r0032_c0064,0561,train,91,106,32,64,64,64,293,3803,7.1533,kept,True,5,22,2642,0.595056,0.054028,0.572061,0.051335,0.564014,0.050027,0.56165,0.047245,0.334806,0.048458,0.262847,0.031089,-0.001884,0.01015,0.008903,0.012107,0.263318,0.057477,4472.741211,91.770866,37.119781,7.8782,281.490173,22.48064
0562_r0000_c0000,0562,train,91,63,0,0,64,64,673,3423,16.4307,kept,True,5,1,411,0.613954,0.079407,0.602848,0.077837,0.599093,0.076256,0.590269,0.061407,0.269246,0.034406,0.205498,0.02528,-0.005823,0.0177,0.00875,0.018861,0.374111,0.086051,4628.79834,51.487152,17.861763,7.79916,132.894577,139.794724
0562_r0032_c0000,0562,train,91,63,32,0,64,64,527,3569,12.8662,kept,True,5,1,411,0.650691,0.056519,0.637941,0.055574,0.632605,0.054643,0.61216,0.049292,0.242229,0.033553,0.206183,0.020217,-0.015838,0.008231,0.019909,0.009335,0.442581,0.079566,4703.475586,44.444683,16.835697,6.994637,125.447342,135.304047
0563_r0000_c0000,0563,train,63,51,0,0,64,64,174,3922,4.248,kept,True,1,13,883,0.699481,0.092369,0.678164,0.089446,0.667618,0.08853,0.650214,0.078825,0.28203,0.031646,0.230853,0.02251,-0.01241,0.011845,0.020119,0.012905,0.403135,0.079753,4673.597656,83.209206,31.62995,9.376335,225.489227,135.868973
0564_r0000_c0000,0564,train,67,68,0,0,64,64,371,3725,9.0576,kept,True,29,28,4660,0.638924,0.099268,0.626208,0.098056,0.620496,0.096214,0.604759,0.082884,0.234905,0.036978,0.192121,0.023633,-0.011071,0.01646,0.015454,0.017966,0.437975,0.119858,4696.819824,74.92218,26.451363,10.640916,133.521774,113.6092
0564_r0000_c0032,0564,train,67,68,0,32,64,64,264,3832,6.4453,kept,True,29,28,4660,0.642843,0.107842,0.628169,0.106713,0.620769,0.104856,0.606995,0.09094,0.222258,0.032004,0.182776,0.020364,-0.009605,0.016955,0.015369,0.018662,0.465725,0.109542,4648.57959,65.63443,24.020727,11.81362,184.627258,128.6931
0564_r0032_c0000,0564,train,67,68,32,0,64,64,223,3873,5.4443,kept,True,29,28,4660,0.672875,0.092162,0.657415,0.091075,0.649233,0.089807,0.628946,0.081272,0.231788,0.032293,0.195675,0.019561,-0.01496,0.0114,0.021113,0.013003,0.466515,0.099436,4744.556641,58.244793,26.957228,12.517258,149.795288,134.422394
0564_r0032_c0032,0564,train,67,68,32,32,64,64,128,3968,3.125,kept,True,29,28,4660,0.675205,0.083887,0.657608,0.08447,0.647802,0.084239,0.627211,0.07655,0.218532,0.030252,0.188614,0.017033,-0.015681,0.01071,0.023287,0.011508,0.499111,0.063049,4710.34082,38.030815,21.871622,14.308667,203.263168,131.601669
0565_r0000_c0000,0565,train,61,58,0,0,64,64,211,3885,5.1514,kept,True,3,6,558,0.746931,0.134642,0.732566,0.131169,0.723425,0.127575,0.68938,0.112923,0.243232,0.027316,0.216358,0.021236,-0.02226,0.01212,0.028105,0.014037,0.478893,0.118628,5010.969727,66.602577,29.318314,10.556216,123.603867,106.274933
0566_r0000_c0000,0566,train,68,59,0,0,64,64,348,3748,8.4961,kept,True,28,5,2132,0.737439,0.09516,0.726916,0.093805,0.721367,0.093523,0.687726,0.084369,0.17929,0.028934,0.162651,0.022527,-0.023302,0.010685,0.027157,0.011589,0.600282,0.076969,4770.547852,55.10165,20.928091,9.967346,204.994781,137.403625
0566_r0032_c0000,0566,train,68,59,32,0,64,64,218,3878,5.3223,kept,True,28,5,2132,0.782855,0.062151,0.771415,0.061536,0.765365,0.062257,0.726926,0.058351,0.167966,0.022829,0.158215,0.018146,-0.025691,0.007694,0.029688,0.008224,0.641515,0.046545,4818.450195,36.966721,19.619749,9.726303,198.900726,137.709564
0568_r0000_c0000,0568,train,90,81,0,0,64,64,1136,2960,27.7344,kept,True,6,15,1926,0.766583,0.070115,0.75882,0.069805,0.753433,0.069573,0.713568,0.064712,0.196667,0.028231,0.173904,0.02191,-0.026652,0.008865,0.030169,0.009682,0.579924,0.088189,4922.543457,49.412815,15.787947,7.221755,208.95285,151.333771
0568_r0000_c0032,0568,train,90,81,0,32,64,64,938,3158,22.9004,kept,True,6,15,1926,0.788113,0.082294,0.776001,0.080406,0.768166,0.0786,0.728217,0.071888,0.19583,0.02221,0.179867,0.020522,-0.026287,0.008251,0.031262,0.009662,0.590608,0.07246,4942.163086,63.972683,19.704975,8.410748,247.931335,141.897537
0568_r0032_c0000,0568,train,90,81,32,0,64,64,952,3144,23.2422,kept,True,6,15,1926,0.781001,0.078262,0.767713,0.077708,0.758157,0.078002,0.716756,0.072352,0.193442,0.020914,0.178884,0.021045,-0.027815,0.008476,0.034132,0.00969,0.592927,0.059807,5002.722656,54.727425,19.106909,10.922608,241.621918,131.166489
0568_r0032_c0032,0568,train,90,81,32,32,64,64,757,3339,18.4814,kept,True,6,15,1926,0.787235,0.087044,0.768597,0.087223,0.755976,0.086789,0.716134,0.079207,0.200336,0.033707,0.19113,0.027632,-0.026806,0.008284,0.035152,0.01003,0.584105,0.074882,5058.092773,84.618263,25.880289,10.530671,273.447388,111.211311
0570_r0000_c0000,0570,train,55,68,0,0,64,64,272,3824,6.6406,kept,True,9,28,2404,0.313098,0.117082,0.334471,0.10512,0.348887,0.097457,0.352737,0.086649,0.309976,0.036775,0.286837,0.032732,0.00891,0.01976,-0.033991,0.036042,0.019365,0.162935,5452.806641,111.653091,38.045231,12.315289,170.964432,48.78471
0570_r0000_c0032,0570,train,55,68,0,32,64,64,178,3918,4.3457,kept,True,9,28,2404,0.316609,0.063863,0.336131,0.055534,0.350382,0.051492,0.356225,0.047142,0.315222,0.030396,0.293727,0.026263,0.009368,0.015438,-0.031725,0.026181,0.026927,0.105282,5404.481445,106.533455,32.988396,14.005339,168.878113,33.456589
0571_r0000_c0000,0571,train,87,112,0,0,64,64,914,3182,22.3145,kept,True,9,16,2544,0.31872,0.099566,0.338787,0.088804,0.348643,0.080355,0.346796,0.069475,0.267685,0.055732,0.257222,0.050275,-0.000196,0.019846,-0.016567,0.032903,0.106828,0.201076,5284.17041,67.007271,20.077942,14.485413,174.530655,45.298931
0571_r0000_c0032,0571,train,87,112,0,32,64,64,1758,2338,42.9199,kept,True,9,16,2544,0.316573,0.076403,0.332236,0.068668,0.340541,0.063768,0.339535,0.055846,0.271614,0.036253,0.261712,0.032536,0.000485,0.019739,-0.014548,0.029925,0.090477,0.13946,5267.349609,55.841156,20.487362,13.282668,171.943848,67.005226
0571_r0000_c0064,0571,train,87,112,0,64,64,64,952,3144,23.2422,kept,True,9,16,2544,0.287296,0.093619,0.302031,0.085572,0.31163,0.080788,0.31547,0.071842,0.2815,0.03343,0.2677,0.029476,0.009613,0.023094,-0.028209,0.034061,0.016798,0.162254,5258.808594,88.049294,26.45355,13.188361,175.202148,63.701344
0571_r0032_c0000,0571,train,87,112,32,0,64,64,482,3614,11.7676,kept,True,9,16,2544,0.443229,0.136304,0.450971,0.12062,0.450284,0.108022,0.434095,0.093408,0.210269,0.088228,0.204769,0.082145,-0.015162,0.018571,0.012231,0.031862,0.34647,0.287362,5216.093262,32.276997,11.823961,10.168866,191.263,78.665596
0571_r0032_c0032,0571,train,87,112,32,32,64,64,1304,2792,31.8359,kept,True,9,16,2544,0.359133,0.128435,0.370564,0.117112,0.374861,0.106333,0.373396,0.087459,0.250551,0.077162,0.236307,0.067089,0.004468,0.039845,-0.014602,0.052687,0.174844,0.281034,5199.045898,48.226856,16.580652,11.51288,159.566559,63.695709
0571_r0032_c0064,0571,train,87,112,32,64,64,64,822,3274,20.0684,kept,True,9,16,2544,0.252338,0.070884,0.268045,0.06666,0.278612,0.062729,0.294832,0.051552,0.296308,0.027363,0.270945,0.021296,0.032932,0.046898,-0.054786,0.056973,-0.062001,0.148771,5148.365723,64.02639,21.763371,8.087899,147.654297,40.561188
0573_r0000_c0000,0573,train,54,57,0,0,64,64,143,3953,3.4912,kept,True,10,7,1018,0.321374,0.082053,0.318391,0.075458,0.318102,0.072755,0.393027,0.054051,0.231696,0.041354,0.174272,0.034448,0.112904,0.073557,-0.113275,0.075775,0.147606,0.138999,4174.82666,55.97028,25.900665,8.817212,242.610657,60.320091
0574_r0000_c0000,0574,train,51,54,0,0,64,64,107,3989,2.6123,kept,True,13,10,1342,0.461619,0.057591,0.449673,0.054264,0.444568,0.05397,0.465758,0.051565,0.211594,0.072856,0.170929,0.056441,0.022882,0.030362,-0.017238,0.030411,0.367614,0.166784,4339.833984,58.506584,24.153316,13.205448,220.788696,125.347633
0577_r0000_c0000,0577,train,63,68,0,0,64,64,413,3683,10.083,kept,True,1,28,1860,0.479884,0.064285,0.472007,0.058944,0.470794,0.056983,0.485408,0.043395,0.22762,0.040889,0.18119,0.033497,0.016677,0.032414,-0.015632,0.032843,0.345252,0.100009,4298.849609,55.096901,19.625652,9.463235,247.829071,77.545959
0577_r0000_c0032,0577,train,63,68,0,32,64,64,265,3831,6.4697,kept,True,1,28,1860,0.504212,0.056821,0.494383,0.052993,0.492733,0.051315,0.497226,0.044894,0.228471,0.042149,0.18568,0.029329,0.005249,0.018205,-0.003761,0.019385,0.369884,0.080021,4356.482422,42.387135,24.653229,8.63775,269.738251,27.591658
0579_r0000_c0000,0579,train,73,74,0,0,64,64,756,3340,18.457,kept,True,23,22,3814,0.633361,0.081433,0.622516,0.077193,0.61966,0.075059,0.596465,0.070177,0.222704,0.044546,0.188344,0.033192,-0.018598,0.013142,0.020732,0.014468,0.468721,0.094389,4505.032227,67.644562,21.770367,11.673815,254.158997,114.93895
0579_r0000_c0032,0579,train,73,74,0,32,64,64,452,3644,11.0352,kept,True,23,22,3814,0.641345,0.080653,0.628919,0.077456,0.624704,0.076173,0.602228,0.071477,0.220096,0.043767,0.185289,0.032748,-0.017942,0.013068,0.021219,0.014297,0.481562,0.075854,4549.124023,62.751812,24.254665,11.790837,262.911163,103.253151
0579_r0032_c0000,0579,train,73,74,32,0,64,64,500,3596,12.207,kept,True,23,22,3814,0.609728,0.109118,0.597416,0.101987,0.592994,0.098141,0.574241,0.091355,0.213108,0.040176,0.189593,0.034665,-0.015202,0.01448,0.018305,0.017255,0.465786,0.089179,4584.058105,68.142303,30.16819,10.16085,230.185486,125.662888
0579_r0032_c0032,0579,train,73,74,32,32,64,64,307,3789,7.4951,kept,True,23,22,3814,0.606485,0.106108,0.593483,0.100225,0.588327,0.096738,0.570365,0.088209,0.209628,0.037473,0.183404,0.031721,-0.01449,0.01522,0.01839,0.018418,0.473786,0.081671,4627.585449,62.750275,33.340607,9.815665,217.853485,125.811218
